bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
102475,Solvent-excluded Volume of 50S subunit of ribosome,Solvent-excluded Volume,50S subunit of ribosome,Bacteria Escherichia coli,1396.0,,,nm^3,1.396e-24,,,Cell organelles,1396,
102493,Length of RNA of 23S subunit of ribosome,Length,RNA of 23S subunit of ribosome,Bacteria Escherichia coli,2904.0,,,nucleotides,2904.0,,,DNA/RNA structures,2904,
102494,Length of RNA of 5S subunit of large subunit of ribosome,Length,RNA of 5S subunit of large subunit of ribosome,Bacteria Escherichia coli,120.0,,,nucleotides,120.0,,,DNA/RNA structures,120,
102495,Length of RNA of 16S subunit of small subunit of ribosome,Length,RNA of 16S subunit of small subunit of ribosome,Bacteria Escherichia coli,1541.0,,,nucleotides,1541.0,,,DNA/RNA structures,1541,
102508,Partial specific volumes of the ribosomal components,Partial specific volumes,the ribosomal components,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Partial%20specific%20volumes%20of%20the%20ribosomal%20components.jpg
102929,Size of the LacY transporter,Size,the LacY transporter,Bacteria Escherichia coli,,,,nanometer,,,,Cells,,'6 nm x 3 nm (on membrane surface) oval shaped
103681,Length of Glycerol conducting channel,Length,Glycerol conducting channel,Bacteria Escherichia coli,28.0,,,Angstrom,28.0,,,Cells,28,
103682,Radius of Glycerol conducting channel,Radius,Glycerol conducting channel,Bacteria Escherichia coli,3.5,,,Angstrom,3.5,,,Cells,3.5,
103710,Cell volume average,Cell volume average,,Bacteria Escherichia coli,,,,µm^3,,,,Cells,,'0.58 strain K-12 WP2s: 0.69 strain 15-THU
103714,Cell diameter,Diameter,cell,Bacteria Escherichia coli,0.79,,,µm,7.9e-07,,,Cells,0.79,
104001,E. coli cell volume in stationary and exponential phase,E. coli cell volume in stationary and exponential phase,,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/E.%20coli%20cell%20volume%20in%20different%20media%20in%20stationary%20and%20exponential%20phase.pdf
104110,Length of RNAI replication regulator of plasmid ColE1,Length,RNAI replication regulator of plasmid ColE1,Bacteria Escherichia coli,108.0,,,nucleotides,108.0,,,DNA/RNA structures,108,
104113,Dimensions and shapes of E. coli K-12 at various conditions,Dimensions and shapes,E. coli K-12 at various conditions,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Dimensions%20and%20shapes%20of%20E.%20coli%20K-12%20at%20various%20conditions.pdf
104274,Volume of beta-galactosidase molecule,Volume,beta-galactosidase molecule,Bacteria Escherichia coli,2000.0,,,nm^3,2.0000000000000002e-24,,,Small molecules & proteins,2000,
104339,Canonical promoter length of sigma 70 heat shock protein gene,Canonical promoter length,sigma 70 heat shock protein gene,Bacteria Escherichia coli,60.0,,,bp,60.0,,,Small molecules & proteins,60,
104441,Minimal cell volume at division with nitrite as oxidizer,Minimal cell volume at division with nitrite as oxidizer,,Bacteria Escherichia coli,0.67,,,um^3,6.700000000000001e-19,,,Cells,0.67,'Table link - http://bionumbers.hms.harvard.edu/files/Biofilm%20model%20parameters.pdf
104442,Minimal cell volume at division with ammonia as oxidizer,Minimal cell volume at division with ammonia as oxidizer,,Bacteria Escherichia coli,0.97,,,µm^3,9.7e-19,,,Cells,0.97,'Table link - http://bionumbers.hms.harvard.edu/files/Biofilm%20model%20parameters.pdf
104825,Effect of amino acid starvation on dimensions of E. coli,Effect,amino acid starvation on dimensions of E. coli,Bacteria Escherichia coli,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Effect%20of%20amino%20acid%20starvation%20on%20dimensions%20of%20E.%20coli%20B%20ilvA%20thyA.pdf
104919,Volume of 70S (intact) ribosome including salt ions and spermidine,Volume,70S (intact) ribosome including salt ions and spermidine,Bacteria Escherichia coli,3400.0,,,nm^3,3.4e-24,,,Cell organelles,3400,
104945,Phenylalanine pool size,Size,phenylalanine pool,Bacteria Escherichia coli,0.2,,,µmol/g,0.2,,,Cells,0.2,'±0.03
104946,Width of cell envelope layers of E. coli B,Width,cell envelope layers of E. coli B,Bacteria Escherichia coli,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Width%20of%20cell%20envelope%20layers%20of%20E.%20coli%20B.pdf
104947,Width of cell envelope of E. coli B,Width,cell envelope of E. coli B,Bacteria Escherichia coli,28.7,,,nm,2.8700000000000002e-08,,,Cell organelles,28.7,
105026,Cell Surface area in exponential phase,Cell Surface area in exponential phase,,Bacteria Escherichia coli,4.42,,,µm^2,4.42e-12,,,Cells,4.42,'Table link - http://bionumbers.hms.harvard.edu/files/Effect%20of%20DAP%20concentration%20on%20mean%20dimensions%20of%20cells%20grown%20under%20different%20conditions.pdf
105383,Width of peptidoglycan layer in E. coli B,Width,peptidoglycan layer in E. coli B,Bacteria Escherichia coli,7.8,,,nm,7.8e-09,,,Cells,7.8,
105385,Width of peptidoglycan layer,Width,peptidoglycan layer,Bacteria Escherichia coli,6.35,,,nm,6.35e-09,,,Cells,6.35,'±0.53
105387,Width of periplasm,Width,periplasm,Bacteria Escherichia coli,21.0,,,nm,2.1000000000000003e-08,,,Cell organelles,21,
106307,Volume of cell grown in minimal salt medium (MSGT) during exponential phase,Volume,cell grown in minimal salt medium (MSGT) during exponential phase,Bacteria Escherichia coli,1.029,,,µm^3,1.029e-18,,,Cells,1.029,'±0.01 Table link - http://bionumbers.hms.harvard.edu/files/Mean%20values%20of%20parameters%20for%20cells%20during%20exponential%20and%20synchronous%20growth%20in%20two%20minimal%20salts%20media1.pdf
106309,"Lengths, surfaces, and volumes of cells growing in steady state at 37 °C","Lengths, surfaces, and volumes",cells growing in steady state at 37 °C,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/lengths%2C%20surfaces%2C%20and%20volumes%20of%20cells%20growing%20in%20steady%20state%20at%2037%20%C2%B0C2.pdf
106350,Volume of solvent filled cavity of maltose transporter,Volume,solvent filled cavity of maltose transporter,Bacteria Escherichia coli,6500.0,,,Å^3,6.5e-27,,,Cells,6500,
106614,"Length, diameter, volume and surface area of cells in different conditions","Length, diameter, volume and surface area",cells in different conditions,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Effect%20of%20DAP%20concentration%20on%20mean%20dimensions%20of%20cells%20grown%20under%20different%20conditions.pdf
107009,Volume of nucleoid,Volume,nucleoid,Bacteria Escherichia coli,0.2,,,Î¼m^3,2.0000000000000002e-19,,,Cells,0.2,
107010,Length of circular chromosome,Length,circular chromosome,Bacteria Escherichia coli,1.5,,,mm,0.0015,,,DNA/RNA structures,1.5,
107628,The pore diameter of MscL in the open state,The pore diameter,MscL in the open state,Bacteria Escherichia coli,,,,nm,,,,Cells,,'>~3
107687,Length of Okazaki fragment at 22°C,Length,Okazaki fragment at 22°C,Bacteria Escherichia coli,,,,,,,,Cells,,'~650
107846,Water-accessible volumes (mL H2O/mg DW) of the cell and compartments of growing cells and of centrifugally harvested suspensions,Water-accessible volumes (mL H2O/mg DW),the cell and compartments of growing cells and of centrifugally harvested suspensions,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Water-accessible%20volumes%20(mL%20H2O-mg%20DW)%20of%20the%20cell%20and%20compartments%20of%20growing%20cells%20and%20of%20centrifugally%20harvested%20suspensions.pdf
108007,"Volumes of cellular, cytoplasmic and periplasmic water in E. coli as a function of the osmolarity of the growth medium",Volumes,"cellular, cytoplasmic and periplasmic water in E. coli as a function of the osmolarity of the growth medium",Bacteria Escherichia coli,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20cellular%2C%20cytoplasmic%20and%20periplasmic%20water%20in%20E.%20coli%20as%20a%20function%20of%20the%20osmolarity%20of%20the%20growth%20medium.pdf
108128,Specific cell volume,Volume,specific cell,Bacteria Escherichia coli,,,,Î¼l/mg cell dry weight,,,,Cells,,'~1.3
108133,Specific cell volumes at various steady states,Specific cell volumes at various steady states,,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Specific%20cell%20volumes%20at%20various%20steady%20states.pdf
108135,Specific cell volume,Volume,specific cell,Bacteria Escherichia coli,2.78,,,Î¼l/mg,2.78,,,Cells,2.78,
108136,Specific cell volume,Volume,specific cell,Bacteria Escherichia coli,1.77,,,Î¼l/mg dry weight,1.77,,,Cells,1.77,
108161,Regulation of cell size in response to nutrient availability,Regulation,cell size in response to nutrient availability,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Regulation%20of%20cell%20size%20in%20response%20to%20nutrient%20availability.pdf
108187,Dimensions of E. coli cell that is prey to Bdellovibrio,Dimensions,E. coli cell that is prey to Bdellovibrio,Bacteria Escherichia coli,,,,Î¼m,,,,Cells,,'width 0.97: length 4.67
108420,Volumes inaccessible to taurine and water in E.coli grown in MBM as a function of the osmolarity of the growth medium,Volumes inaccessible to taurine and water in E.coli grown in MBM as a function,the osmolarity of the growth medium,Bacteria Escherichia coli,,,,Î¼l/mg dry weight,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20inaccessible%20to%20taurine%20and%20water%20in%20E.coli%20grown%20in%20MBM%20as%20a%20function%20of%20the%20osmolarity%20of%20the%20growth%20medium.pdf
108526,"Rh, average hydrodynamic radius of the biggest crowders","Rh, average hydrodynamic radius",the biggest crowders,Bacteria Escherichia coli,42.0,,,nm,4.2000000000000006e-08,,,Cells,42,' ±9
108530,Radius of objects identified as fragments of the bacterial nucleoid,Radius,objects identified as fragments of the bacterial nucleoid,Bacteria Escherichia coli,,,,nm,,,,Cells,,'~40
108589,Contour length of DNA,Contour length,DNA,Bacteria Escherichia coli,,,,mm,,,,DNA/RNA structures,,'~1.5
108602,Cell radius,Radius,cell,Bacteria Escherichia coli,380.0,,,nm,3.8e-07,,,Cells,380,'±20
108618,"Cell size, volume, and percent dividing cells during growth phases 2 and 3 of E. coli B in the maintenance fermentor","Cell size, volume, and percent dividing cells during growth phases 2 and 3",E. coli B in the maintenance fermentor,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Cell%20size%2C%20volume%2C%20and%20percent%20dividing%20cells%20during%20growth%20phases%202%20and%203%20of%20E.%20coli%20B%20in%20the%20maintenance%20fermentor.pdf
108811,Normalized extracellular aqueous volume (Vex) for E. coli BL21(DE3),Normalized extracellular aqueous volume (Vex) for E. coli BL21(DE3),,Bacteria Escherichia coli,3.6,,,Î¼L/mg,3.6,,,Cells,3.6,
108813,Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),,Bacteria Escherichia coli,1.9,,,Î¼L/mg,1.9,,,Cells,1.9,
108815,Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),Normalized intracellular aqueous volume (Vin) for E. coli BL21(DE3),,Bacteria Escherichia coli,6.7,,,Î¼L/cell,6.7,,,Cells,6.7E-10,
108830,Maximum volume of a typical cell in exponential phase in minimal growth medium,Maximum volume,a typical cell in exponential phase in minimal growth medium,Bacteria Escherichia coli,1.8,,,Liter,1.8,,,Cells,1.8E-15,
108985,Average protein lengths,Average protein lengths,,Bacteria Escherichia coli,,,,Amino acids,,,,Small molecules & proteins,,'Essential genes 343.2: nonessential genes 329 table link - http://bionumbers.hms.harvard.edu/files/Summary%20of%20protein%20lengths%20of%20essential%20and%20nonessential%20genes.pdf
108986,Average protein length,Length,average protein,Bacteria Escherichia coli,,,,Amino acids,,,,Small molecules & proteins,,'~325
109044,Measured diameter of E. coli B/r K under conditions of slow growth in minimal media,Measured diameter,E. coli B/r K under conditions of slow growth in minimal media,Bacteria Escherichia coli,,,,nm,,,,Cells,,'~400
109058,Parameters of length distributions obtained from batch- and chemostat-cultured cells,Parameters,length distributions obtained from batch- and chemostat-cultured cells,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Parameters%20of%20length%20distributions%20obtained%20from%20batch-%20and%20chemostat-cultured%20cells.pdf
109073,Difference in length of nascent peptides between neighboring ribosomes,Difference in length,nascent peptides between neighboring ribosomes,Bacteria Escherichia coli,24.0,,,residues (aa),24.0,,,Small molecules & proteins,24,
109074,Persistence length of mRNA-ribosome complexes,Persistence length,mRNA-ribosome complexes,Bacteria Escherichia coli,0.79,,,nm,7.900000000000001e-10,,,DNA/RNA structures,0.79,
109077,Estimated difference in length of nascent polypeptide chains,Estimated difference in length,nascent polypeptide chains,Bacteria Escherichia coli,27.0,,,amino acids,27.0,,,Small molecules & proteins,27,
109174,Periplasm width,Width,periplasm,Bacteria Escherichia coli,13.7,,,nm,1.37e-08,,,Cell organelles,13.7,'±2.4
109341,Pitch and diameter of left-handed flagella,Pitch and diameter,left-handed flagella,Bacteria Escherichia coli,,,,µm,,,,Cells,,'Pitch ~2.5: Diameter ~0.5
109355,Cell volume at Î¼=0.11h^-1,Cell volume at Î¼=0.11h^-1,,Bacteria Escherichia coli,0.73,,,fL,7.300000000000001e-19,,,Cells,0.73,'Excel table link - http://bionumbers.hms.harvard.edu/files/Growth%20parameters.xlsx
109356,Cell volume at Î¼=0.21h^-1,Cell volume at Î¼=0.21h^-1,,Bacteria Escherichia coli,0.91,,,fL,9.100000000000002e-19,,,Cells,0.91,'Excel table link - http://bionumbers.hms.harvard.edu/files/Growth%20parameters.xlsx
109357,Cell volume at Î¼=0.31h^-1,Cell volume at Î¼=0.31h^-1,,Bacteria Escherichia coli,1.22,,,fL,1.22e-18,,,Cells,1.22,'Excel table link - http://bionumbers.hms.harvard.edu/files/Growth%20parameters.xlsx
109358,Cell volume at Î¼=0.40h^-1,Cell volume at Î¼=0.40h^-1,,Bacteria Escherichia coli,1.46,,,fL,1.4600000000000001e-18,,,Cells,1.46,'Excel table link - http://bionumbers.hms.harvard.edu/files/Growth%20parameters.xlsx
109359,Cell volume at Î¼=0.49h^-1,Cell volume at Î¼=0.49h^-1,,Bacteria Escherichia coli,1.69,,,fL,1.69e-18,,,Cells,1.69,'Excel table link - http://bionumbers.hms.harvard.edu/files/Growth%20parameters.xlsx
109523,Length of an average gap between two ribosomes on mRNA,Length,an average gap between two ribosomes on mRNA,Bacteria Escherichia coli,,,,codons,,,,DNA/RNA structures,,'~19
109705,Measured and fitted metabolite pool sizes and standard deviations,Measured and fitted metabolite pool sizes and standard deviations,,Bacteria Escherichia coli,,,,mmol/Lcell,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Measured%20and%20fitted%20metabolite%20pool%20sizes%20and%20standard%20deviations.pdf
110041,Cell volume in exponential culture,Cell volume in exponential culture,,Bacteria Escherichia coli,,,,Î¼m^3,,,,Cells,,'glucose minimal medium 0.83Î¼m^3: glucose amino acids medium 1.12Î¼m^3
110091,Coefficient of variation of size (length) at initiation of DNA replication,Coefficient,variation of size (length) at initiation of DNA replication,Bacteria Escherichia coli,,,,%,,,,DNA/RNA structures,,'~20
110094,Size (maximum dimension) of large subunit (50S) of ribosome,Size (maximum dimension),large subunit (50S) of ribosome,Bacteria Escherichia coli,225.0,,,Å,225.0,,,Cell organelles,225,'±10%
111012,Burst size of Lac permease when the repressors completely dissociate from the Lac operon,Burst size,Lac permease when the repressors completely dissociate from the Lac operon,Bacteria Escherichia coli,,,,monomers/burst,,,,Cells,,'~100
111322,Dimensions of F0-F1 ATP Synthase,Dimensions,F0-F1 ATP Synthase,Bacteria Escherichia coli,,,,nm,,,,Cells,,'Height 20: diameter 10
111480,Size of cell after recovery from hyperosmotic shock,Size,cell after recovery from hyperosmotic shock,Bacteria Escherichia coli,,,,µm,,,,Cells,,'total length ~2.6: total radius ~0.97: cytoplasmic length ~2.2: cytoplasmic radius ~0.92
111686,Average width,Width,average,Bacteria Escherichia coli,,,,µm,,,,Cells,,'~0.73
111724,Pore diameter of mechanosensitive channels,Pore diameter,mechanosensitive channels,Bacteria Escherichia coli,,,,Å,,,,Cells,,'a hydrated potassium ion (â¼6Å E. coli YnaI) to MscL ~30Å
111768,Length at birth in M9-supplemented medium,Length at birth in M9-supplemented medium,,Bacteria Escherichia coli,2.32,,,µm,2.32e-06,,,Cells,2.32,'±0.38
112089,Extended length of nucleoid,Extended length,nucleoid,Bacteria Escherichia coli,1.5,,,mm,0.0015,,,Cells,1.5,
112276,Diameter of diffusion channel formed by OmpA [outer membrane protein A],Diameter,diffusion channel formed by OmpA [outer membrane protein A],Bacteria Escherichia coli,,,,Å,,,,Small molecules & proteins,,'~10
113763,Length of ribosomal tunnel occupied by a single amino acid,Length,ribosomal tunnel occupied by a single amino acid,Bacteria Escherichia coli,,,,Å,,,,Small molecules & proteins,,'~3.5
114049,Volume of cell in different stages of growth and media,Volume,cell in different stages of growth and media,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20of%20an%20E.%20coli%20cell%20in%20different%20stages%20of%20growth%20and%20media.pdf
114124,Overall diameter of heat shock protein DegP,Overall diameter,heat shock protein DegP,Bacteria Escherichia coli,,,,nm,,,,Small molecules & proteins,,'~20
114924,Cell volume,Volume,cell,Bacteria Escherichia coli,1.46,,,µm^3,1.4600000000000001e-18,,,Cells,1.46,
114925,Cell volume,Volume,cell,Bacteria Escherichia coli,0.47,,,µm^3,4.7e-19,,,Cells,0.47,
115322,"Volume of cells at sub-seafloor deposits at Landsort Deep, Baltic Sea",Volume,"cells at sub-seafloor deposits at Landsort Deep, Baltic Sea",Bacteria Escherichia coli,,,,µm^3,,,,Cells,,'filtered 0.68µm^3: non-filtered 0.76
116214,Four covalently bound GFP (Green Fluorescent Protein) molecules are equivalent to particles of size,Four covalently bound GFP (Green Fluorescent Protein) molecules are equivalent to particles,size,Bacteria Escherichia coli,,,,nm,,,,Small molecules & proteins,,'>4.5
116994,Range of size of the Qin prophage in 189 strains,Range,size of the Qin prophage in 189 strains,Bacteria Escherichia coli,,,,bp,,,,Cells,,"'in E. coli O6:H6 strain M9682-C1 11,280 bp: in E. coli O26:H11 str. 11368 97,450"
117343,Cell diameter and length (average±standard deviation) obtained from serial ultrathin sectioning,Cell diameter and length (average±standard deviation) obtained from serial ultrathin sectioning,,Bacteria Escherichia coli,,,,Î¼m,,,,Cells,,'Diameter 0.89±0.06: Length 2.47±0.37
